"Date","Price","Open","High","Low","Vol.","Change %"
"02/06/2015","1.7727","1.7647","1.7964","1.7378","","0.38%"
"02/05/2015","1.7660","1.7239","1.7814","1.6935","","2.25%"
"02/04/2015","1.7272","1.8008","1.8234","1.7053","","-4.18%"
"02/03/2015","1.8025","1.7199","1.8142","1.7034","","4.73%"
"02/02/2015","1.7211","1.6927","1.7254","1.6652","","1.45%"
"01/30/2015","1.6965","1.7160","1.7301","1.6322","","-1.18%"
"01/29/2015","1.7168","1.7279","1.7418","1.6949","","-0.69%"
"01/28/2015","1.7287","1.7420","1.7682","1.7195","","-0.81%"
"01/27/2015","1.7429","1.7232","1.7773","1.7157","","0.83%"
"01/26/2015","1.7286","1.8314","1.8505","1.7029","","-5.84%"
"01/23/2015","1.8358","1.8457","1.8839","1.8075","","-0.56%"
"01/22/2015","1.8461","1.8032","1.8490","1.7862","","2.21%"
"01/21/2015","1.8061","1.8166","1.8260","1.7763","","-0.81%"
"01/20/2015","1.8209","1.8078","1.8333","1.7939","","0.67%"
"01/19/2015","1.8087","1.8026","1.8294","1.7780","","0.13%"
"01/16/2015","1.8064","1.7784","1.8184","1.7706","","1.43%"
"01/15/2015","1.7810","1.8227","1.8594","1.7600","","-2.33%"
"01/14/2015","1.8234","1.8018","1.8266","1.7372","","1.00%"
"01/13/2015","1.8054","1.8701","1.8932","1.7762","","-3.59%"
"01/12/2015","1.8726","1.9181","1.9351","1.8562","","-2.79%"
"01/09/2015","1.9264","1.9978","2.0124","1.8998","","-3.61%"
"01/08/2015","1.9985","1.8880","2.0127","1.8874","","5.41%"
"01/07/2015","1.8960","1.8739","1.9213","1.8549","","1.15%"
"01/06/2015","1.8745","1.9796","1.9824","1.8471","","-5.34%"
"01/05/2015","1.9802","2.0502","2.0739","1.9547","","-3.46%"
"01/02/2015","2.0511","2.0634","2.0807","1.9652","","-0.61%"
"01/01/2015","2.0636","2.0615","2.0650","2.0610","","0.08%"
"12/31/2014","2.0620","2.1370","2.1549","1.9705","","-4.06%"
"12/30/2014","2.1492","2.0406","2.2014","2.0154","","5.29%"
"12/29/2014","2.0412","2.2297","2.2317","2.0366","","-8.51%"
"12/26/2014","2.2311","2.2571","2.3284","2.1928","","-1.36%"
"12/25/2014","2.2618","2.2396","2.3210","2.2185","","0.51%"
"12/24/2014","2.2504","2.2080","2.2663","2.1630","","1.76%"
"12/23/2014","2.2115","2.0516","2.2698","2.0413","","7.77%"
"12/22/2014","2.0521","2.0510","2.0521","2.0510","","0.03%"
"12/19/2014","2.0514","1.9184","2.0526","1.8907","","6.92%"
"12/18/2014","1.9186","1.9693","2.0420","1.8508","","-2.67%"
"12/17/2014","1.9712","1.6957","1.9771","1.6016","","16.04%"
"12/16/2014","1.6987","1.7848","1.9923","1.4445","","-4.92%"
"12/15/2014","1.7866","2.0446","2.0468","1.7811","","-12.46%"
"12/12/2014","2.0408","2.1018","2.1137","2.0208","","-2.95%"
"12/11/2014","2.1028","2.1469","2.1699","2.1007","","-2.05%"
"12/10/2014","2.1468","2.2132","2.2180","2.1458","","-3.02%"
"12/09/2014","2.2137","2.2452","2.2519","2.1760","","-1.42%"
"12/08/2014","2.2455","2.3068","2.3151","2.2335","","-2.67%"
"12/05/2014","2.3072","2.2007","2.3140","2.1997","","4.78%"
"12/04/2014","2.2020","2.2394","2.3002","2.1913","","-1.68%"
"12/03/2014","2.2397","2.2115","2.2744","2.1719","","1.24%"
"12/02/2014","2.2123","2.3116","2.3499","2.1927","","-4.33%"
"12/01/2014","2.3124","2.3552","2.3628","2.1971","","-1.80%"
"11/28/2014","2.3547","2.4193","2.4333","2.3534","","-2.69%"
"11/27/2014","2.4197","2.4820","2.5152","2.4137","","-2.53%"
