"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2013","133.69","133.48","133.75","132.82","","0.15%"
"10/11/2013","133.49","132.68","133.62","132.40","","0.60%"
"10/10/2013","132.70","131.62","132.99","131.56","","0.79%"
"10/09/2013","131.66","131.45","132.19","131.19","","0.12%"
"10/08/2013","131.50","131.31","132.08","131.07","","0.11%"
"10/07/2013","131.35","132.05","132.12","131.23","","-0.61%"
"10/04/2013","132.16","132.41","132.72","131.72","","-0.22%"
"10/03/2013","132.45","132.14","133.25","132.08","","0.20%"
"10/02/2013","132.19","132.49","132.69","131.39","","-0.27%"
"10/01/2013","132.55","132.79","133.52","132.28","","-0.24%"
"09/30/2013","132.87","132.41","133.27","131.35","","0.00%"
"09/27/2013","132.87","133.47","133.60","132.58","","-0.49%"
"09/26/2013","133.53","133.11","133.97","132.83","","0.29%"
"09/25/2013","133.15","132.98","133.60","132.64","","0.09%"
"09/24/2013","133.03","133.34","134.04","132.64","","-0.26%"
"09/23/2013","133.38","134.26","134.54","133.04","","-0.69%"
"09/20/2013","134.31","134.52","134.77","134.10","","-0.19%"
"09/19/2013","134.56","132.41","134.98","132.29","","1.60%"
"09/18/2013","132.44","132.39","132.81","131.81","","0.02%"
"09/17/2013","132.41","132.05","132.67","131.97","","0.23%"
"09/16/2013","132.11","132.33","132.43","131.64","","0.01%"
"09/13/2013","132.10","132.36","132.67","131.60","","-0.22%"
"09/12/2013","132.39","132.88","133.12","131.68","","-0.42%"
"09/11/2013","132.95","133.16","133.42","132.71","","-0.21%"
"09/10/2013","133.23","131.97","133.33","131.85","","0.94%"
"09/09/2013","131.99","131.42","132.25","130.93","","1.04%"
"09/06/2013","130.63","131.32","131.51","129.86","","-0.56%"
"09/05/2013","131.36","131.73","132.16","130.96","","-0.31%"
"09/04/2013","131.77","131.11","131.85","130.76","","0.47%"
"09/03/2013","131.15","131.02","131.48","130.60","","0.08%"
"09/02/2013","131.05","129.90","131.40","129.72","","0.96%"
"08/30/2013","129.80","130.20","130.37","129.29","","-0.32%"
"08/29/2013","130.22","130.21","130.62","129.94","","-0.02%"
"08/28/2013","130.25","129.92","130.58","129.65","","0.23%"
"08/27/2013","129.95","131.67","131.78","129.79","","-1.32%"
"08/26/2013","131.69","131.96","132.32","131.38","","-0.34%"
"08/23/2013","132.14","131.82","132.44","131.75","","0.20%"
"08/22/2013","131.87","130.46","132.01","130.24","","1.07%"
"08/21/2013","130.48","130.47","131.00","130.20","","-0.03%"
"08/20/2013","130.52","130.06","130.80","129.26","","0.32%"
"08/19/2013","130.10","129.97","131.07","129.82","","0.08%"
"08/16/2013","130.00","129.92","130.44","129.52","","0.02%"
"08/15/2013","129.97","130.04","130.78","129.38","","-0.08%"
"08/14/2013","130.08","130.22","130.68","129.78","","-0.13%"
"08/13/2013","130.25","128.83","130.50","128.75","","1.06%"
"08/12/2013","128.88","128.34","128.98","127.95","","0.39%"
"08/09/2013","128.38","129.40","129.72","128.25","","-0.80%"
"08/08/2013","129.42","128.45","129.50","128.16","","0.73%"
"08/07/2013","128.48","130.02","130.20","128.40","","-1.21%"
"08/06/2013","130.06","130.32","130.75","129.75","","-0.21%"
"08/05/2013","130.34","131.28","131.58","130.09","","-0.84%"
"08/02/2013","131.45","131.43","132.00","130.91","","-0.02%"
"08/01/2013","131.47","130.15","131.57","129.88","","0.98%"
"07/31/2013","130.19","130.01","131.07","129.28","","0.13%"
"07/30/2013","130.02","129.87","130.54","129.71","","0.08%"
"07/29/2013","129.92","130.41","130.62","129.53","","-0.44%"
"07/26/2013","130.50","131.79","132.03","130.03","","-1.01%"
"07/25/2013","131.83","132.30","132.50","131.42","","-0.39%"
"07/24/2013","132.34","131.43","132.75","131.33","","0.65%"
"07/23/2013","131.49","131.37","132.10","130.71","","0.05%"
"07/22/2013","131.42","132.31","132.44","131.10","","-0.65%"
"07/19/2013","132.28","131.61","132.29","131.19","","0.48%"
"07/18/2013","131.65","130.68","131.93","130.49","","0.73%"
"07/17/2013","130.70","130.39","131.37","130.24","","0.21%"
"07/16/2013","130.43","130.42","130.85","129.98","","-0.01%"
